2017-10-10T23:07:13.799550+00:00,app[web.1]:,AB_TESTING:,A,1507676833092,0,0,bdiqlpo
2017-10-10T23:07:56.649321+00:00,app[web.1]:,AB_TESTING:,A,1507676833092,1507676875911,nav-cta1,bdiqlpo
2017-10-10T23:08:00.374952+00:00,app[web.1]:,AB_TESTING:,A,1507676833092,1507676879698,mp3,bdiqlpo
2017-10-10T23:04:45.717194+00:00,app[web.1]:,AB_TESTING:,A,1507676685424,0,0,bhepxjsifq
2017-10-10T23:05:10.400597+00:00,app[web.1]:,AB_TESTING:,A,1507676710112,0,0,bhepxjsifq
2017-10-10T23:05:11.480443+00:00,app[web.1]:,AB_TESTING:,A,1507676711188,0,0,bhepxjsifq
2017-10-10T23:05:12.370231+00:00,app[web.1]:,AB_TESTING:,A,1507676712081,0,0,bhepxjsifq
2017-10-10T23:05:15.533199+00:00,app[web.1]:,AB_TESTING:,A,1507676715243,0,0,bhepxjsifq
2017-10-10T23:05:17.851533+00:00,app[web.1]:,AB_TESTING:,A,1507676717556,0,0,bhepxjsifq
2017-10-10T23:13:53.004632+00:00,app[web.1]:,AB_TESTING:,A,1507677235224,0,0,bmhhnfxi
2017-10-10T23:13:57.467001+00:00,app[web.1]:,AB_TESTING:,A,1507677235224,1507677239723,nav-cta1,bmhhnfxi
2017-10-10T23:14:10.832988+00:00,app[web.1]:,AB_TESTING:,A,1507677235224,1507677253093,mp2,bmhhnfxi
2017-10-10T23:04:35.733818+00:00,app[web.1]:,AB_TESTING:,A,1507676676435,0,0,czfczzbpav
2017-10-10T23:05:09.113090+00:00,app[web.1]:,AB_TESTING:,A,1507676708567,0,0,dhgqkxmwz
2017-10-10T23:05:11.109923+00:00,app[web.1]:,AB_TESTING:,A,1507676711079,0,0,dmrouze
2017-10-10T23:10:55.568982+00:00,app[web.1]:,AB_TESTING:,A,1507677055993,0,0,ebagqds
2017-10-10T23:11:02.242352+00:00,app[web.1]:,AB_TESTING:,A,1507677055993,1507677062667,cta1,ebagqds
2017-10-10T23:11:23.897154+00:00,app[web.1]:,AB_TESTING:,A,1507677055993,1507677084324,mp3,ebagqds
2017-10-10T23:12:02.832987+00:00,app[web.1]:,AB_TESTING:,A,1507677123256,0,0,ebagqds
2017-10-10T23:12:05.757232+00:00,app[web.1]:,AB_TESTING:,A,1507677126182,0,0,ebagqds
2017-10-10T23:12:08.976234+00:00,app[web.1]:,AB_TESTING:,A,1507677129407,0,0,ebagqds
2017-10-10T23:12:12.044938+00:00,app[web.1]:,AB_TESTING:,A,1507677132474,0,0,ebagqds
2017-10-10T23:12:13.726658+00:00,app[web.1]:,AB_TESTING:,A,1507677134155,0,0,ebagqds
2017-10-10T23:12:14.801187+00:00,app[web.1]:,AB_TESTING:,A,1507677135231,0,0,ebagqds
2017-10-10T23:05:27.117130+00:00,app[web.1]:,AB_TESTING:,A,1507676727411,0,0,eccahcars
2017-10-10T23:05:29.452981+00:00,app[web.1]:,AB_TESTING:,A,1507676727411,1507676729809,nav-cta1,eccahcars
2017-10-10T23:05:32.206436+00:00,app[web.1]:,AB_TESTING:,A,1507676727411,1507676732559,nav-cta2,eccahcars
2017-10-10T23:05:34.102164+00:00,app[web.1]:,AB_TESTING:,A,1507676727411,1507676734449,nav-cta3,eccahcars
2017-10-10T23:05:49.912885+00:00,app[web.1]:,AB_TESTING:,A,1507676750277,0,0,eccahcars
2017-10-10T23:06:47.973164+00:00,app[web.1]:,AB_TESTING:,A,1507676806962,0,0,gcqkwwltw
2017-10-10T23:10:58.214209+00:00,app[web.1]:,AB_TESTING:,A,1507677057218,0,0,gcqkwwltw
2017-10-10T23:11:21.184337+00:00,app[web.1]:,AB_TESTING:,A,1507677057218,1507677080188,mp3,gcqkwwltw
2017-10-10T23:11:28.254836+00:00,app[web.1]:,AB_TESTING:,A,1507677087262,0,0,gcqkwwltw
2017-10-10T23:11:33.861313+00:00,app[web.1]:,AB_TESTING:,A,1507677087262,1507677092807,nav-cta1,gcqkwwltw
2017-10-10T23:04:01.795218+00:00,app[web.1]:,AB_TESTING:,A,1507676641773,0,0,gmlzma
2017-10-10T23:04:02.544988+00:00,app[web.1]:,AB_TESTING:,A,1507676642525,0,0,gmlzma
2017-10-10T23:04:04.365505+00:00,app[web.1]:,AB_TESTING:,A,1507676644351,0,0,gmlzma
2017-10-10T23:06:13.065378+00:00,app[web.1]:,AB_TESTING:,A,1507676773042,0,0,htszys
2017-10-10T23:08:30.101689+00:00,app[web.1]:,AB_TESTING:,A,1507676910190,0,0,ioumwwjd
2017-10-10T23:08:43.907708+00:00,app[web.1]:,AB_TESTING:,A,1507676910190,1507676923998,mp3,ioumwwjd
2017-10-10T23:06:58.250945+00:00,app[web.1]:,AB_TESTING:,A,1507676820820,0,0,jjaqa
2017-10-10T23:10:07.742102+00:00,app[web.1]:,AB_TESTING:,A,1507676820820,1507677010244,mp3,jjaqa
2017-10-10T23:04:42.116258+00:00,app[web.1]:,AB_TESTING:,A,1507676682036,0,0,lbhlrlcxwn
2017-10-10T23:05:08.242684+00:00,app[web.1]:,AB_TESTING:,A,1507676682036,1507676708213,mp3,lbhlrlcxwn
2017-10-10T23:12:27.019896+00:00,app[web.1]:,AB_TESTING:,A,1507677145734,0,0,levnehwqej
2017-10-10T23:12:42.843419+00:00,app[web.1]:,AB_TESTING:,A,1507677145734,1507677161540,mp3,levnehwqej
2017-10-10T23:12:48.112642+00:00,app[web.1]:,AB_TESTING:,A,1507677166837,0,0,levnehwqej
2017-10-10T23:12:50.789921+00:00,app[web.1]:,AB_TESTING:,A,1507677166837,1507677169489,nav-cta3,levnehwqej
2017-10-10T23:05:15.946393+00:00,app[web.1]:,AB_TESTING:,A,1507676719805,0,0,liyjrjwe
